PODER,SECTOR,DEPARTAMENTO,PROVINCIA,DISTRITO,ENTIDAD
Poder Ejecutivo,Salud,LIMA,LIMA,SAN ISIDRO,Instituto de Desarrollo de Recursos Humanos (IDREH)
Poder Ejecutivo,Salud,LIMA,LIMA,LIMA,Instituto Nacional de Ciencias Neurológicas (INCN)
Poder Ejecutivo,Salud,LIMA,LIMA,SURQUILLO,Instituto Nacional de Enfermedades Neoplásicas (INEN)
Poder Ejecutivo,Salud,LIMA,LIMA,LIMA,Instituto Nacional de Oftalmología (INO)
Poder Ejecutivo,Salud,LIMA,LIMA,LIMA,Instituto Nacional de Rehabilitación (INR)
Poder Ejecutivo,Salud,LIMA,LIMA,JESUS MARIA,Instituto Nacional de Salud (INS)
Poder Ejecutivo,Salud,LIMA,LIMA,BREÑA,Instituto Nacional de Salud del Niño (INSN)
Poder Ejecutivo,Salud,LIMA,LIMA,SAN BORJA,INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA (INSNSB)
Poder Ejecutivo,Salud,LIMA,LIMA,SAN MARTIN DE PORRES,Instituto Nacional de Salud Mental (INSMHDHN)
Poder Ejecutivo,Salud,LIMA,LIMA,LIMA,Instituto Nacional Materno Perinatal (INMP)
Poder Ejecutivo,Salud,LIMA,LIMA,JESUS MARIA,Ministerio de Salud (MINSA)
Poder Ejecutivo,Salud,LIMA,LIMA,SAN ISIDRO,Programa Nacional de Inversiones en Salud - PRONIS (PRONIS)
Poder Ejecutivo,Salud,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,Red Asistencial Ayacucho (RAAY)
Poder Ejecutivo,Salud,APURIMAC,AYMARAES,CHALHUANCA,RED DE SALUD AYMARAES (RS-AYMARAES)
Poder Ejecutivo,Salud,LIMA,LIMA,CHORRILLOS,RED DE SALUD BARRANCO CHORRILLOS SURCO (RSS BCO.CHO.SCO.)
Poder Ejecutivo,Salud,HUANUCO,DOS DE MAYO,LA UNION,RED DE SALUD DE DOS DE MAYO - UNIDAD EJECUTORA 406 (RSDM)
Poder Ejecutivo,Salud,ANCASH,HUAYLAS,CARAZ,RED DE SALUD HUAYLAS NORTE (RSHN)
Poder Ejecutivo,Salud,HUANUCO,LEONCIO PRADO,RUPA-RUPA,RED DE SALUD LEONCIO PRADO (REDLP)
Poder Ejecutivo,Salud,LIMA,LIMA,PUENTE PIEDRA,RED DE SALUD LIMA NORTE IV (R.S.L.N. IV)
Poder Ejecutivo,Salud,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Red de Salud San Juan de Lurigancho - MINSA (RSSJL- MINSA)
Poder Ejecutivo,Salud,LIMA,LIMA,INDEPENDENCIA,Red de Salud Tupac Amaru (TA - MINSA)
Poder Ejecutivo,Salud,LIMA,LIMA,VILLA EL SALVADOR,RED DE SALUD VILLA EL SALVADOR LURIN PACHACAMAC PUCUSANA (RSS.VES.LPP)
Poder Ejecutivo,Salud,LIMA,LIMA,LA VICTORIA,RED DESCONCENTRADA ALMENARA
Poder Ejecutivo,Salud,LIMA,LIMA,JESUS MARIA,RED DESCONCENTRADA REBAGLIATI
Poder Ejecutivo,Salud,CALLAO,CALLAO,BELLAVISTA,RED DESCONCENTRADA SABOGAL (RAS - SABOGAL)
Poder Ejecutivo,Salud,LIMA,HUAURA,HUACHO,Red Huacho (RH)
Poder Ejecutivo,Salud,LIMA,LIMA,SAN MIGUEL,Seguro Integral de Salud (SIS)
Poder Ejecutivo,Salud,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,Seguro Social de Salud de Huancavelica (ESSALUD-HUANCAVELICA)
Poder Ejecutivo,Salud,LIMA,LIMA,SANTIAGO DE SURCO,Superintendencia Nacional de Salud (SUSALUD)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,0002 HERMANO ANSELMO MARÍA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,0003 NUESTRA SEÑORA DEL CARMEN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,0014 ANDRES BELLO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,0035 NUESTRA SEÑORA DE LA VISITACION
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,0035 NUESTRA SEÑORA DE LA VISITACIÓN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,012 REPÚBLICA DOMINICANA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,016 Almirante Miguel Grau
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,022 República de Guatemala
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,025 NUESTRA SEÑORA DE LA INMACULADA CONCEPCIÓN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,0501 MONSEÑOR DAMASO LEBERGERE
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,072 SAN MARTIN DE PORRES
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,075 SANTA MARIA DE GUADALUPE
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,100 VIRGEN DE LA MERCED
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1003 República de Colombia
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1005 - JORGE CHAVEZ DARTNELL
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1008 VIRGEN DE LOURDES
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1014 República Oriental del Uruguay
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1015 Republica de Italia
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1049 JUANA ALARCO DE DAMMERT
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1057 JOSE BAQUIJANO Y CARRILLO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1059 Maria Inmaculada
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1088 FRANCISCO BOLOGNESI
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,109 San José
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1090 CRNL.FAP MARCO ANTONIO SCHENONE OLIVA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1090 CRNL.FAP.MARCO ANTONIO SCHENONE OLIVA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1094 JACARANDA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1098 CAP. FAP José Abelardo Quiñones
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1103 ELVIRA GARCÍA Y GARCÍA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1105 LA SAGRADA FAMILIA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1107 javier prado
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1111 JOSÉ ANTONIO ENCINAS
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1120 PEDRO A. LABARTHE
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1120 PEDRO ADOLFO LABARTHE EFFIO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1146 REPÚBLICA DEL PARAGUAY
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1148 JUANA INFANTES VERA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1152-108 DOS DE MAYO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1153 República de Canadá
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1154 NUESTRA SEÑORA DEL CARMEN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1157 JULIO CESAR TELLO ROJAS
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1163 JOSE MARIA ARGUEDAS ALTAMIRANO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,1166 Libertador Simon Bolivar
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,122 EL EDEN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,172 JOSE LUIS BUSTAMANTE Y RIVERO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,26 NIÑO JESUS DE ATOCHE
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,ABRAHAM ZEA CARREON
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,agustiniano san martin de porres
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Angélica Palma Román
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CEB N° 1049 Juana Alarco de Dammert
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CEBA ELVIRA GARCÍA Y GARCÍA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CEBA MIGUEL GRAU
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CEBA N°1071 ALFONSO UGARTE
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CEBA TERESA GONZALEZ DE FANNING
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CEBA TUPAC AMARU
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CEBE N°06 Republica Dominicana
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CEBE N°707 LAS PALOMITAS
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CENTRO EDUCATIVO PARROQUIAL MARÍA DE LA PROVIDENCIA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CENTRO EDUCATIVO PARROQUIAL SAN JOSE OBRERO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CENTRO PILOTO DE RECUPERACION PEDAGOGICA
Poder Ejecutivo,Educación,LIMA,LIMA,LURIGANCHO,Centro Vacacional Huampani (CVH)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CESAR A. VALLEJO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CETPRO ALMIRANTE MIGUEL GRAU
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CETPRO EL PORVENIR
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CETPRO FRANCISCO GARCÍA CALDERÓN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CETPRO MAGDALENA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CETPRO Nuestra Señora de Guadalupe
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CETPRO NUESTRA SEÑORA DEL CARMEN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CETPRO PILOTO FEMENINO DE LIMA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CETPRO PROMAE BREÑA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CETPRO Santa Vicenta Maria
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CETPRO8VA DIVISIÓN DE INFANTERÍA
Poder Ejecutivo,Educación,LAMBAYEQUE,CHICLAYO,PIMENTEL,COLEGIO MILITAR ELIAS AGUIRRE (CMEA)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Colegio Parroquial Santa Rosa de Lima
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Conservatorio Nacional de Música (CNM)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Cristo de La Paz
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,CUNA JARDIN Nª 116 SAN PABLO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,DEPORTIVO EXPERIMENTAL CEDE Julia Sánchez Deza
Poder Ejecutivo,Educación,LIMA,LIMA,SAN BORJA,Dirección General de Tecnologias Educativas (DIGETE)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,DIVINO NIÑO JESÚS
Poder Ejecutivo,Educación,LIMA,LIMA,SAN BORJA,Educacion para Todos (Educacion para Todos)
Poder Ejecutivo,Educación,LIMA,LIMA,SAN BORJA,Educacion Rural (Educacion Rural)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,ESCUELA NACIONAL SUPERIOR DE ARTE DRAMÁTICO GUILLERMO UGARTE CHAMORRO (ENSAD)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Escuela Nacional Superior de Folklore José María Arguedas (ENSFJMA)
Poder Ejecutivo,Educación,LIMA,LIMA,SAN BORJA,Fondo Nacional de Desarrollo de la Educación Peruana (FONDEP)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E Diego Ferré
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E Nº 1027 REPÚBLICA DE NICARAGUA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E Nº 103 Luis A. Cabello Hurtado
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E. 1017  SEÑOR DE LOS MILAGROS
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E. 1117 ANDRES AVELINO ARAMBURU
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E. GABRIELA MISTRAL
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E. N° 1006 MARISCAL ANDRÉS AVELINO CÁCERES
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E. N° 1076 Rabindranath Tagore
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E. N° 1104 Coronel FAP VÍCTOR MALDONADO BEGAZO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E. N° 1160 JOSÉ FAUSTINO SÁNCHEZ CARRIÓN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E. N° 117 Rvdo. Padre Pascual Gonzales
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E. PARROQUIAL NUESTRA  SEÑORA DE LAS MERCEDES
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E.E.MIGUEL GRAU
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E.I HERMASIA PAGET
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E.I. N° 0001 SAN JUDAS TADEO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E.I. N° 126 VIRGEN DEL CARMEN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,I.E.N° 1161
Poder Ejecutivo,Educación,PIURA,HUANCABAMBA,CANCHAQUE,I.E.N° 14566 (I.E.N° 14566)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IE 1086 JESUS REDENTOR
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IE EMBLEMATICA MARIANO MELGAR
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IE N° 030 SANTA TERESITA DEL DIVINO NIÑO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IE N° 24 Rosa Irene Infante de Canales
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IE N°0004 Mariano Melgar
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IE. N° 1214 SEÑOR DE LOS MILAGROS
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IE.Nº 1032 REPÚBLICA DEL BRASIL
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IEI 056 NUESTRA SEÑORA MARÍA AUXILIADORA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IEI 106 JUAN RAGGIO CHICHIZOLA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,iei n° 059 Andrés Bello
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IEI N°028 Cuna Jardín Ramón Castilla
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IEI N°091 SEÑOR DE LOS MILAGROS
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IEI-112
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IEI. N°19 EL PLANETA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IEP ANGELICA RECHARTE
Poder Ejecutivo,Educación,LIMA,LIMA,CHORRILLOS,IESTP ANTENOR ORREOGO ESPINOZA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IESTP DISEÑO Y COMUNICACIONES
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IESTP Emilia Barcia
Poder Ejecutivo,Educación,LIMA,LIMA,SAN JUAN DE MIRAFLORES,IESTP Gilda Liliana Ballivián Rosado
Poder Ejecutivo,Educación,LIMA,LIMA,ATE,IESTP Huaycan 
Poder Ejecutivo,Educación,LIMA,LIMA,LA VICTORIA,IESTP JOSE PARDO
Poder Ejecutivo,Educación,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,IESTP JUAN VELASCO ALVARADO
Poder Ejecutivo,Educación,LIMA,LIMA,SAN MARTIN DE PORRES,IESTP LUIS NEGREIROS VEGA
Poder Ejecutivo,Educación,LIMA,LIMA,LURIN,IESTP LURIN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IESTP MAGDA PORTAL CIENEGUILLA
Poder Ejecutivo,Educación,LIMA,LIMA,VILLA EL SALVADOR,IESTP MANUEL GONZALES PRADA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,IESTP Manuel Seoane Corrales 
Poder Ejecutivo,Educación,LIMA,LIMA,SAN MIGUEL,IESTP MARIA ROSARIO ARAOZ PINTO
Poder Ejecutivo,Educación,LIMA,LIMA,CHACLACAYO,IESTP MISIONEROS MONFORTIANOS
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,INICIAL 0077 MANZANILLA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,INSTITUCIÓN EDUCATIVA INICIAL  N° 050 LA SAGRADA FAMILIA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,INSTITUCION EDUCATIVA INICIAL N° 04 NIÑO JESÚS DE PRAGA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,INSTITUCION EDUCATIVA INICIAL N°14 DIVINA NIÑA MARIA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Institución Educativa Parroquial San Lucas
Poder Ejecutivo,Educación,LIMA,LIMA,CHACLACAYO,"INSTITUCIÓN EDUCATIVA PÚBLICA ""COLEGIO MAYOR SECUNDARIO PRESIDENTE DEL PERÚ-COAR LIMA"" (CMSPP-COAR Lima)"
Poder Ejecutivo,Educación,CUSCO,CUSCO,CUSCO,INSTITUTO NACIONAL DE CULTURA CUSCO (INC-CUSCO)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Instituto Peruano del Deporte (IPD)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,INSTUCIÓN EDUCATIVA PARROQUIAL SAN ANTONIO DE PADUA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Isabel La Católica
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,JESUS REDENTOR
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,JESUS REDENTOR
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,JOSE MARTÍ N° 1124
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,JOSE SANTOS CHOCANO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,MARIANO MELGAR-SECUNDARIA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,MICAELA BASTIDAS
Poder Ejecutivo,Educación,LIMA,LIMA,SAN BORJA,Ministerio de Educación (MINEDU)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Nª 09 SANTA LUCIA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N° 001 Corazón de María
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N° 0094 Santa María de Maranga
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N° 1001 José Jiménez Borja
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N° 1019 CHAVIN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N° 1028 REPÚBLICA ARGENTINA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N° 1032 REPUBLICA DEL BRASIL
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N° 1037 RAMÓN ESPINOSA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N° 104 VIRGEN DE LA PUERTA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N° 1051 EL OLIVAR
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N° 111 San José de Artesanos
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N° 1123 SAGRADO CORAZÓN DE JESÚS
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N° 1149 SAGRADO CORAZÓN DE JESÚS
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N°1030 REPUBLICA DE BOLIVIA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,N°1073 Hermann Buse de la Guerra
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Nº 0005 ROSA DE SANTA MARIA PRIMARIA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Nº 0011 MADRE LORETO GABARRE
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Nº 03 INMACULADA CONCEPCIÒN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Nº 098  (no tiene nombre)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Nº 1087 GRAL. ROQUE SAENZ PEÑA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Nº 1110 REPÚBLICA DE PANAMÁ
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Nº 1147-ANDRES ROSALES VALENCIA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Nº 18
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Nuestra Señora de Guadalupe
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Nuestra Señora de Montserrat-Mujeres
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Oscar Miró Quesada de la Guerra
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Pedro Adolfo Labarthe Effio
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,PEDRO GALVEZ EGUSQUIZA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,PNP TÚPAC AMARU
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,PRITE MARÍA MONTESSORI
Poder Ejecutivo,Educación,LIMA,LIMA,SAN BORJA,Programa Nacional de Alfabetización (PNA)
Poder Ejecutivo,Educación,LIMA,LIMA,LINCE,Programa Nacional de Becas y Crédito Educativo (PRONABEC)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA (PRONIED)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,PROYECTO ESPECIAL DE INVERSIÓN PUBLICA - ESCUELA BICENTENARIO (PEIP-EB)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,REPÚBLICA DE CHILE
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,RÓMULO ADRIAN CÓRDOVA HUAMÁN
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,ROSA DE SANTA MARIA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,ROSA DOMINGA PÉREZ LIENDO
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,Santa Bernarditaw
Poder Ejecutivo,Educación,LIMA,LIMA,SANTIAGO DE SURCO,SECRETARÍA NACIONAL DE LA JUVENTUD (SENAJU)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,SEÑOR DE LA MISERICORDIA
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,SIMÓN BOLÍVAR
Poder Ejecutivo,Educación,LIMA,LIMA,SAN ISIDRO,"Sistema Nacional de Evaluación, Acreditación y Certificación de la Calidad Educativa (Sineace)"
Poder Ejecutivo,Educación,LIMA,LIMA,SANTIAGO DE SURCO,SUPERINTENDENCIA NACIONAL DE EDUCACION SUPERIOR UNIVERSITARIA (SUNEDU)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,TERESA GONZALEZ DE FANNING
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,TERESA GONZÀLEZ DE FANNING
Poder Ejecutivo,Educación,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,UGEL MARISCAL NIETO (UGEL MN)
Poder Ejecutivo,Educación,AMAZONAS,BONGARA,JAZAN,UNIDAD DE GESTION EDUCATIVA LOCAL - BONGARA (UGEL - BONGARA)
Poder Ejecutivo,Educación,HUANCAVELICA,ACOBAMBA,ACOBAMBA,Unidad de Gestión Educativa Local Acobamba (UGEL Acobamba)
Poder Ejecutivo,Educación,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,Unidad de Gestión Educativa Local Andahuaylas (UGEL ANDAHUAYLAS)
Poder Ejecutivo,Educación,PUNO,AZANGARO,AZANGARO,Unidad de Gestion Educativa Local Azangaro (UGELA)
Poder Ejecutivo,Educación,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,Unidad de Gestión Educativa Local Daniel Alcides Carrión (UGELDAC)
Poder Ejecutivo,Educación,CUSCO,ACOMAYO,ACOMAYO,UNIDAD DE GESTION EDUCATIVA LOCAL DE ACOMAYO (UGEL-A)
Poder Ejecutivo,Educación,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,UNIDAD DE GESTIÓN EDUCATIVA LOCAL GENERAL SÁNCHEZ CERRO (UGEL Gral. SC)
Poder Ejecutivo,Educación,LIMA,LIMA,SAN JUAN DE LURIGANCHO,Unidad de Gestión Educativa Local N.º 05 (UGEL 05)
Poder Ejecutivo,Educación,LIMA,LIMA,SAN JUAN DE MIRAFLORES,Unidad de Gestión Educativa Local N° 01 (UGEL01)
Poder Ejecutivo,Educación,LIMA,LIMA,SAN MARTIN DE PORRES,UNIDAD DE GESTIÓN EDUCATIVA LOCAL N° 02 (UGEL 02)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,UNIDAD DE GESTIÓN EDUCATIVA LOCAL Nº 03 (UGEL Nº 03)
Poder Ejecutivo,Educación,LIMA,LIMA,COMAS,UNIDAD DE GESTIÓN EDUCATIVA LOCAL Nº 04 (UGEL04)
Poder Ejecutivo,Educación,LIMA,LIMA,ATE,Unidad de Gestión Educativa Local Nº 06 (UGEL 06)
Poder Ejecutivo,Educación,LIMA,LIMA,SAN BORJA,UNIDAD DE GESTION EDUCATIVA LOCAL Nº 07 (UGEL 07)
Poder Ejecutivo,Educación,LIMA,CAJATAMBO,CAJATAMBO,UNIDAD DE GESTIÓN EDUCATIVA LOCAL Nº 11 - CAJATAMBO (UGEL 11-C)
Poder Ejecutivo,Educación,PASCO,PASCO,PAUCARTAMBO,Unidad de Gestion Educativa Local Paucartambo (UGEL - Paucartambo)
Poder Ejecutivo,Educación,JUNIN,SATIPO,SATIPO,UNIDAD DE GESTION EDUCATIVA LOCAL SATIPO (UGEL-S)
Poder Ejecutivo,Educación,JUNIN,TARMA,TARMA,UNIDAD DE GESTIÓN EDUCATIVA LOCAL TARMA (UGEL TARMA)
Poder Ejecutivo,Educación,LA LIBERTAD,TRUJILLO,TRUJILLO,Unidad Ejecutora 006 - Proyecto Especial Complejo Arqueológico Chan Chan (UE 006 CHAN CHAN)
Poder Ejecutivo,Educación,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,Unidad Ejecutora 007 Marcahuamachuco (U.E. 007)
Poder Ejecutivo,Educación,CUSCO,ESPINAR,NULL,UNIDAD EJECUTORA 310: EDUCACIÓN ESPINAR (UGEL-ESPINAR)
Poder Ejecutivo,Educación,LIMA,LIMA,SAN BORJA,Unidad Ejecutora N° 004 - Indepa (UE-004 - INDEPA)
Poder Ejecutivo,Educación,SAN MARTIN,LAMAS,LAMAS,UNIDAD EJECUTORA N° 305 - EDUCACION LAMAS (UGEL - LAMAS)
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,VIRGEN DE LA PUERTA N°104
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,VIRGO POTENS
Poder Ejecutivo,Educación,LIMA,LIMA,LIMA,VISION MUNDIAL
