PODER,SECTOR,DEPARTAMENTO,PROVINCIA,DISTRITO,ENTIDAD
Municipalidades,Otros,SAN MARTIN,TOCACHE,NULL,Municipalidad Provincial de Tocache (MP-TOCACHE)
Municipalidades,Otros,LA LIBERTAD,TRUJILLO,NULL,Municipalidad Provincial de Trujillo (MPTrujillo)
Municipalidades,Otros,TUMBES,TUMBES,NULL,Municipalidad Provincial de Tumbes (MPTumbes)
Municipalidades,Otros,LORETO,UCAYALI,CONTAMANA,Municipalidad Provincial de Ucayali - Contamana (MPU-Contamana)
Municipalidades,Otros,CUSCO,URUBAMBA,URUBAMBA,Municipalidad Provincial de Urubamba (MP-URUBAMBA)
Municipalidades,Otros,AMAZONAS,UTCUBAMBA,NULL,Municipalidad Provincial de Utcubamba (MP-UTCUBAMBA)
Municipalidades,Otros,AYACUCHO,VICTOR FAJARDO,NULL,Municipalidad Provincial de Victor Fajardo (MP-FAJARDO)
Municipalidades,Otros,AYACUCHO,VILCAS HUAMAN,NULL,Municipalidad Provincial de Vilcas Huamán (MPVH)
Municipalidades,Otros,LA LIBERTAD,VIRU,VIRU,Municipalidad Provincial de Virú (MP-VIRÚ)
Municipalidades,Otros,HUANUCO,YAROWILCA,NULL,Municipalidad Provincial de Yarowilca (MP-YAROWILCA)
Municipalidades,Otros,JUNIN,YAULI,LA OROYA,Municipalidad Provincial de Yauli La Oroya (MPYLO)
Municipalidades,Otros,LIMA,YAUYOS,NULL,Municipalidad Provincial de Yauyos (MPY)
Municipalidades,Otros,ANCASH,YUNGAY,YUNGAY,Municipalidad Provincial de Yungay (MP-YUNGAY)
Municipalidades,Otros,PUNO,YUNGUYO,YUNGUYO,Municipalidad Provincial de Yunguyo (MP-YUNGUYO)
Municipalidades,Otros,TUMBES,ZARUMILLA,ZARUMILLA,Municipalidad Provincial de Zarumilla (M.P.Z.)
Municipalidades,Otros,CALLAO,CALLAO,NULL,Municipalidad Provincial del Callao (MPCallao)
Municipalidades,Otros,CUSCO,CUSCO,CUSCO,Municipalidad Provincial del Cusco (MPC)
Municipalidades,Otros,ANCASH,SANTA,NULL,Municipalidad Provincial del Santa (MPS - CHIMBOTE)
Municipalidades,Otros,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,Municipalidad Provincial General Sánchez Cerro (MPGSC-Omate)
Municipalidades,Otros,LA LIBERTAD,GRAN CHIMU,NULL,MUNICIPALIDAD PROVINCIAL GRAN CHIMU (MP-GRAN CHIMU)
Municipalidades,Otros,TACNA,JORGE BASADRE,LOCUMBA,Municipalidad Provincial Jorge Basadre (MPJB)
Municipalidades,Otros,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,Municipalidad Provincial Mariscal Ramón Castilla (MPMRC)
Municipalidades,Otros,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,Municipalidad Provincial Sánchez Carrión - Huamachuco (MPSCH)
Municipalidades,Otros,LIMA,LIMA,SAN MIGUEL,Patronato del Parque de Las Leyendas - Felipe Benavides Barreda (PATPAL - FBB)
Municipalidades,Otros,JUNIN,JAUJA,JAUJA,RED DE SALUD JAUJA (RSJ)
Municipalidades,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,SERVICIO  DE ADMINISTRACION DE INMUEBLES MUNICIPALES DE TRUJILLO (SAIMT)
Municipalidades,Otros,LIMA,LIMA,LIMA,Servicio de Administración Tributaria (SAT)
Municipalidades,Otros,SAN MARTIN,SAN MARTIN,TARAPOTO,Servicio de Administración Tributaria - Tarapoto (SAT-T)
Municipalidades,Otros,CAJAMARCA,CAJAMARCA,CAJAMARCA,SERVICIO DE ADMINISTRACION TRIBUTARIA DE CAJAMARCA (SAT CAJAMARCA)
Municipalidades,Otros,LAMBAYEQUE,CHICLAYO,CHICLAYO,Servicio de Administración Tributaria de Chiclayo (SATCH)
Municipalidades,Otros,AYACUCHO,HUAMANGA,AYACUCHO,Servicio de Administración Tributaria de Huamanga (SAT HUAMANGA)
Municipalidades,Otros,JUNIN,HUANCAYO,HUANCAYO,Servicio de Administración Tributaria de Huancayo (SATH)
Municipalidades,Otros,ICA,ICA,ICA,Servicio de Administración Tributaria de Ica (SAT-ICA)
Municipalidades,Otros,PIURA,PIURA,PIURA,Servicio de Administración Tributaria de Piura (SATP)
Municipalidades,Otros,LIMA,LIMA,SAN MARTIN DE PORRES,Servicio de Administracion Tributaria de San Martin de Porres (SAT SMP)
Municipalidades,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,SERVICIO DE ADMINISTRACIÓN TRIBUTARIA DE TRUJILLO (SATT)
Municipalidades,Otros,ANCASH,SANTA,CHIMBOTE,"Servicio de Agua Potable y Alcantarillado del Santa, Casma y Huarmey (SEDACHIMBOTE S.A.)"
Municipalidades,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,SERVICIO DE GESTIÓN AMBIENTAL DE TRUJILLO (SEGAT)
Municipalidades,Otros,LIMA,BARRANCA,BARRANCA,SERVICIO MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO BARRANCA S.A. (EPS BARRANCA S.A.)
Municipalidades,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE LA LIBERTAD S.A. (SEDALIB.S.A.)
Municipalidades,Otros,LIMA,LIMA,LIMA,Servicios de Parques de Lima (SERPAR LIMA)
Municipalidades,Otros,LIMA,LIMA,SAN ISIDRO,Sistema Metropolitano de la Solidaridad (SISOL)
Municipalidades,Otros,LIMA,LIMA,LIMA,Sociedad Beneficencia de Lima Metropolitana (SBLM)
Municipalidades,Otros,HUANUCO,HUANUCO,HUANUCO,Sociedad de Beneficencia Pública de Huánuco (SBPH)
Municipalidades,Otros,CUSCO,CUSCO,SANTIAGO,Sociedad de Beneficencia Pública del Cusco (SBPCUSCO)
Municipalidades,Otros,LIMA,LIMA,LIMA,Subgerencia de Tecnologías de la Información (STI)
Municipalidades,Otros,ANCASH,CORONGO,CORONGO,UNIDAD DE GESTION EDUCATIVA LOCAL - CORONGO (UGEL - CORONGO)
Municipalidades,Otros,CUSCO,QUISPICANCHI,HUARO,UNIDAD DE GESTIÓN EDUCATIVA LOCAL QUISPICANCHI (UGEL - Q)
Municipalidades,"Vivienda, Construcción y Saneamiento",SAN MARTIN,MOYOBAMBA,MOYOBAMBA,Empresa Prestadora de Sevicios de Saneamiento de Moyobamba (EPS Moyobamba S.A.)
Gobiernos Regionales,Otros,PIURA,PIURA,PIURA,Actividad Pima Gobierno Regional Piura (Actividad Pima)
Gobiernos Regionales,Otros,LA LIBERTAD,PACASMAYO,GUADALUPE,AIS UTES PACASMAYO (HTL)
Gobiernos Regionales,Otros,PIURA,PIURA,PIURA,Archivo Regional de Piura (ARP)
Gobiernos Regionales,Otros,TACNA,TACNA,TACNA,ARCHIVO REGIONAL DE TACNA (A.R.T.)
Gobiernos Regionales,Otros,PIURA,PIURA,CASTILLA,Colegio Militar Pedro Ruiz Gallo (CMPRG)
Gobiernos Regionales,Otros,CALLAO,CALLAO,CALLAO,Comité de Administración del Fondo Educativo del Callao (Cafed Callao)
Gobiernos Regionales,Otros,LORETO,ALTO AMAZONAS,YURIMAGUAS,DIRECCION DE RED DE SALUD ALTO AMAZONAS (DIREDSAA)
Gobiernos Regionales,Otros,ANCASH,HUARI,HUARI,DIRECCION DE RED DE SALUD CONCHUCOS SUR (RSCSUR)
Gobiernos Regionales,Otros,ANCASH,SANTA,CHIMBOTE,DIRECCIÓN DE RED DE SALUD PACÍFICO NORTE (RSPN)
Gobiernos Regionales,Otros,APURIMAC,CHINCHEROS,CHINCHEROS,Dirección de Salud Virgen de Cocharcas (DISAVC)
Gobiernos Regionales,Otros,ANCASH,HUARAZ,HUARAZ,Dirección Regional Agraria Ancash (DRA-A)
Gobiernos Regionales,Otros,APURIMAC,ABANCAY,ABANCAY,DIRECCION REGIONAL AGRARIA APURIMAC (DRA/AP)
Gobiernos Regionales,Otros,AYACUCHO,HUAMANGA,AYACUCHO,DIRECCION REGIONAL AGRARIA AYACUCHO (DRA - AYACUCHO)
Gobiernos Regionales,Otros,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Dirección Regional Agraria de Amazonas (DRA-AMAZONAS)
Gobiernos Regionales,Otros,LORETO,MAYNAS,IQUITOS,Dirección Regional Agraria de Loreto (DRAL)
Gobiernos Regionales,Otros,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,Dirección Regional Agraria Huancavelica (DRA-HVCA)
Gobiernos Regionales,Otros,ICA,ICA,ICA,Dirección Regional Agraria Ica (DRA - Ica)
Gobiernos Regionales,Otros,PASCO,PASCO,YANACANCHA,DIRECCION REGIONAL AGRARIA PASCO (DRA - PASCO)
Gobiernos Regionales,Otros,PUNO,PUNO,PUNO,Dirección Regional Agraria Puno (DRA PUNO)
Gobiernos Regionales,Otros,HUANUCO,HUANUCO,AMARILIS,Dirección Regional de Agricultura - Huánuco (DRA - Huánuco)
Gobiernos Regionales,Otros,CAJAMARCA,CAJAMARCA,CAJAMARCA,Direccion Regional de Agricultura Cajamarca (DRAC)
Gobiernos Regionales,Otros,CUSCO,CUSCO,WANCHAQ,Direccion Regional de Agricultura Cusco (DRAC)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,EL TAMBO,Dirección Regional de Agricultura Junín (DRAJ)
Gobiernos Regionales,Otros,LIMA,HUAURA,HUACHO,DIRECCION REGIONAL DE AGRICULTURA LIMA (DRAL)
Gobiernos Regionales,Otros,PIURA,PIURA,CASTILLA,DIRECCION REGIONAL DE AGRICULTURA PIURA (DRA PIURA)
Gobiernos Regionales,Otros,SAN MARTIN,SAN MARTIN,TARAPOTO,Dirección Regional de Agricultura San Martín (DRASAM)
Gobiernos Regionales,Otros,TUMBES,TUMBES,TUMBES,Dirección Regional de Agricultura Tumbes (DRAT)
Gobiernos Regionales,Otros,LAMBAYEQUE,CHICLAYO,CHICLAYO,DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO (DIRCETUR-LAMBAYEQUE)
Gobiernos Regionales,Otros,ICA,ICA,ICA,DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO - ICA (DIRCETUR - ICA)
Gobiernos Regionales,Otros,PIURA,PIURA,PIURA,Dirección Regional de Comercio Exterior y Turismo - Piura (DIRCETUR-PIURA)
Gobiernos Regionales,Otros,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO - SAN MARTIN (DIRCETUR - SM)
Gobiernos Regionales,Otros,JUNIN,JAUJA,JAUJA,Direccion Regional de Comercio Exterior y Turismo de Junin (DRCET-JUNIN)
Gobiernos Regionales,Otros,UCAYALI,NULL,NULL,DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO DE UCAYALI (DIRCETUR)
Gobiernos Regionales,Otros,CUSCO,CUSCO,WANCHAQ,Dirección Regional de Comercio Exterior y Turismo del Cusco (DIRCETUR-CUSCO)
Gobiernos Regionales,Otros,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,DIRECCION REGIONAL DE EDUCACION AMAZONAS (DRE-AMAZONAS)
Gobiernos Regionales,Otros,APURIMAC,ABANCAY,ABANCAY,DIRECCIÓN REGIONAL DE EDUCACIÓN APURÍMAC (DREA)
Gobiernos Regionales,Otros,CAJAMARCA,CAJAMARCA,CAJAMARCA,Dirección Regional de Educación Cajamarca (DRE - Cajamarca)
Gobiernos Regionales,Otros,CUSCO,CUSCO,CUSCO,DIRECCIÓN REGIONAL DE EDUCACIÓN CUSCO (DREC)
Gobiernos Regionales,Otros,ANCASH,HUARAZ,HUARAZ,Direccion Regional de Educación de Ancash (DRE-A)
Gobiernos Regionales,Otros,AYACUCHO,HUAMANGA,AYACUCHO,Dirección Regional de Educación de Ayacucho (DREA)
Gobiernos Regionales,Otros,HUANCAVELICA,HUANCAVELICA,ASCENSION,Direccion Regional de Educacion de Huancavelica (DRE - HUANCAVELICA)
Gobiernos Regionales,Otros,ICA,ICA,ICA,Dirección Regional de Educación de Ica (DREICA)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,EL TAMBO,Dirección Regional de Educación de Junín (DREJUNIN)
Gobiernos Regionales,Otros,LIMA,HUAURA,SANTA MARIA,Dirección Regional de Educación de Lima Provincias (DRELP)
Gobiernos Regionales,Otros,LORETO,MAYNAS,IQUITOS,Dirección Regional de Educación de Loreto (DREL)
Gobiernos Regionales,Otros,PIURA,PIURA,PIURA,Dirección Regional de Educación de Piura (DREP)
Gobiernos Regionales,Otros,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,DIRECCIÓN REGIONAL DE EDUCACIÓN DE SAN MARTÍN (DRESM)
Gobiernos Regionales,Otros,UCAYALI,CORONEL PORTILLO,CALLARIA,Direccion Regional de Educacion de Ucayali (DRE-UCAYALI)
Gobiernos Regionales,Otros,CALLAO,CALLAO,BELLAVISTA,Direccion Regional de Educación del Callao (DREC)
Gobiernos Regionales,Otros,HUANUCO,HUANUCO,HUANUCO,Dirección Regional de Educación Huánuco (DRE-HCO)
Gobiernos Regionales,Otros,LA LIBERTAD,NULL,NULL,Dirección Regional de Educación La Libertad (DRELL)
Gobiernos Regionales,Otros,LAMBAYEQUE,CHICLAYO,CHICLAYO,DIRECCION REGIONAL DE EDUCACION LAMBAYEQUE (DREL)
Gobiernos Regionales,Otros,LIMA,LIMA,LA VICTORIA,Dirección Regional de Educación Lima Metropolitana (DRELM)
Gobiernos Regionales,Otros,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Dirección Regional de Educación Madre de Dios (DRE-MDD)
Gobiernos Regionales,Otros,PASCO,PASCO,YANACANCHA,DIRECCIÓN REGIONAL DE EDUCACIÓN PASCO (DRE PASCO)
Gobiernos Regionales,Otros,PUNO,PUNO,PUNO,DIRECCION REGIONAL DE EDUCACION PUNO (DREPUNO)
Gobiernos Regionales,Otros,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Dirección Regional de Energía y Minas - Amazonas (DREM)
Gobiernos Regionales,Otros,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,Dirección Regional de Energía y Minas - San Martín (DREM-SM)
Gobiernos Regionales,Otros,CUSCO,CUSCO,WANCHAQ,DIRECCIÓN REGIONAL DE ENERGÍA Y MINAS CUSCO (DREM-CUSCO)
Gobiernos Regionales,Otros,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,DIRECCION REGIONAL DE ENERGIA Y MINAS DE MADRE DE DIOS (DREM - MADRE DE DIOS)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,HUANCAYO,DIRECCION REGIONAL DE ENERGIA Y MINAS JUNÍN (DREM JUNIN)
Gobiernos Regionales,Otros,PIURA,PIURA,PIURA,Dirección Regional de Energía y Minas Piura (DREM PIURA)
Gobiernos Regionales,Otros,HUANUCO,HUANUCO,HUANUCO,"DIRECCION REGIONAL DE ENERGIA, MINAS E HIDROCARBUROS - HUANUCO (DREMH)"
Gobiernos Regionales,Otros,CUSCO,CUSCO,WANCHAQ,DIRECCIÓN REGIONAL DE LA PRODUCCION (DIREPRO CUSCO)
Gobiernos Regionales,Otros,PIURA,PIURA,PIURA,DIRECCION REGIONAL DE LA PRODUCCION - PIURA (DIREPRO-PIURA)
Gobiernos Regionales,Otros,APURIMAC,ABANCAY,ABANCAY,Direccion Regional de la Produccion de Apurimac (DIRPRO-APURIMAC)
Gobiernos Regionales,Otros,UCAYALI,CORONEL PORTILLO,CALLARIA,Direccion Regional de la Produccion de Ucayali (DIREPRO)
Gobiernos Regionales,Otros,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,Direccion Regional de la Producción San Martín (DIREPRO-SM)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,EL TAMBO,Direccion Regional de Producción de Junin (DIREPRO-JUNIN)
Gobiernos Regionales,Otros,ICA,PISCO,PISCO,DIRECCION REGIONAL DE PRODUCCION ICA (DRPI)
Gobiernos Regionales,Otros,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,DIRECCION REGIONAL DE SALUD  - SAN MARTIN (DIRES)
Gobiernos Regionales,Otros,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Dirección Regional de Salud - Amazonas (DIRESA AMAZONAS)
Gobiernos Regionales,Otros,PIURA,PIURA,CASTILLA,Dirección Regional de Salud - Piura (DRS)
Gobiernos Regionales,Otros,ANCASH,HUARAZ,HUARAZ,DIRECCION REGIONAL DE SALUD ANCASH (DIRES ANCASH)
Gobiernos Regionales,Otros,CUSCO,CUSCO,CUSCO,DIRECCIÓN REGIONAL DE SALUD CUSCO (DIRESA CUSCO)
Gobiernos Regionales,Otros,APURIMAC,ABANCAY,ABANCAY,Direccion Regional de Salud de Apurimac (DIRESA-APURIMAC)
Gobiernos Regionales,Otros,AYACUCHO,HUAMANGA,AYACUCHO,Dirección Regional de Salud de Ayacucho (DIRESA Ayacucho)
Gobiernos Regionales,Otros,CAJAMARCA,CAJAMARCA,CAJAMARCA,Dirección Regional de Salud de Cajamarca (DIRESA CAJAMARCA)
Gobiernos Regionales,Otros,ICA,ICA,ICA,Direccion Regional de Salud de Ica (DIRESA-ICA)
Gobiernos Regionales,Otros,LAMBAYEQUE,CHICLAYO,CHICLAYO,Direccion Regional de Salud de Lambayeque (DIRESA-LAMBAYEQUE)
Gobiernos Regionales,Otros,TUMBES,TUMBES,TUMBES,DIRECCION REGIONAL DE SALUD DE TUMBES (DIRESA - TUMBES)
Gobiernos Regionales,Otros,UCAYALI,CORONEL PORTILLO,CALLARIA,Dirección Regional de Salud de Ucayali (DRSU)
Gobiernos Regionales,Otros,CALLAO,CALLAO,BELLAVISTA,Dirección Regional de Salud del Callao (DIRESA - CALLAO)
Gobiernos Regionales,Otros,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,Dirección Regional de Salud Huancavelica (DIRESA Huancavelica)
Gobiernos Regionales,Otros,HUANUCO,HUANUCO,HUANUCO,DIRECCION REGIONAL DE SALUD HUANUCO (DIRESA - HUANUCO)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,EL TAMBO,Dirección Regional De Salud Junin (DIRESA JUNIN)
Gobiernos Regionales,Otros,LIMA,HUAURA,HUACHO,DIRECCION REGIONAL DE SALUD LIMA - PROVINCIA (DIRESA LIMA)
Gobiernos Regionales,Otros,LORETO,MAYNAS,BELEN,Direccion Regional de Salud Loreto (DIRESA Loreto)
Gobiernos Regionales,Otros,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,Direccion Regional de Salud Madre de Dios (DRSMD)
Gobiernos Regionales,Otros,PASCO,PASCO,YANACANCHA,Direccion Regional de Salud Pasco (DIRESA - PASCO)
Gobiernos Regionales,Otros,TACNA,TACNA,TACNA,Dirección Regional de Salud Tacna (DIRESA Tacna)
Gobiernos Regionales,Otros,PASCO,PASCO,YANACANCHA,DIRECCION REGIONAL DE TRABAJO Y PROMOCION DEL EMPLEO - PASCO (DRTPE-PASCO)
Gobiernos Regionales,Otros,UCAYALI,CORONEL PORTILLO,CALLARIA,Direccion Regional de Trabajo y Promoción del Empleo - Ucayali (DRTPE - UCAYALI)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,EL TAMBO,Direccion Regional de Trabajo y promocion del empleo de Junin (DRTPE- JUNIN)
Gobiernos Regionales,Otros,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,DIRECCIÓN REGIONAL DE TRABAJO Y PROMOCIÓN DEL EMPLEO DE MADRE DE DIOS (DRTPE)
Gobiernos Regionales,Otros,PIURA,PIURA,CASTILLA,Dirección Regional de Trabajo y Promoción del Empleo de Piura (DRTPE-PIURA)
Gobiernos Regionales,Otros,TACNA,TACNA,TACNA,Dirección Regional de Trabajo y Promoción del Empleo de Tacna (DRTPE-TACNA)
Gobiernos Regionales,Otros,TUMBES,TUMBES,TUMBES,Direccion Regional de Trabajo y Promocion del Empleo de Tumbes (DRTPET)
Gobiernos Regionales,Otros,NULL,TRUJILLO,TRUJILLO,Dirección Regional de Trabajo y Promoción del Empleo La Libertad (DRTEL)
Gobiernos Regionales,Otros,SAN MARTIN,SAN MARTIN,TARAPOTO,Dirección Regional de Trabajo y Promoción del Empleo San Martin (DRTPE-SM)
Gobiernos Regionales,Otros,CUSCO,CUSCO,WANCHAQ,Dirección Regional de Trabajo y Promoción del Empleo-Cusco (DRTPE-Cusco)
Gobiernos Regionales,Otros,LORETO,MAYNAS,SAN JUAN BAUTISTA,DIRECCION REGIONAL DE TRANSPORTES Y  COMUNICACIONES DE LORETO (DRTCLORETO)
Gobiernos Regionales,Otros,CAJAMARCA,CAJAMARCA,CAJAMARCA,DIRECCIÓN REGIONAL DE TRANSPORTES Y COMUNICACIONES (DRTC - CAJAMARCA)
Gobiernos Regionales,Otros,PUNO,PUNO,PUNO,Dirección Regional de Transportes y Comunicaciones (DRTC-P)
Gobiernos Regionales,Otros,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,Dirección Regional de Transportes y Comunicaciones (DRTC - Moquegua)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,CHILCA,Dirección Regional de Transportes y Comunicaciones  - Junin (DRTC-JUNIN)
Gobiernos Regionales,Otros,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,Dirección Regional de Transportes y Comunicaciones - Amazonas (DRTC-A)
Gobiernos Regionales,Otros,ANCASH,HUARAZ,HUARAZ,DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES - ANCASH (DRTC - ANCASH)
Gobiernos Regionales,Otros,AYACUCHO,HUAMANGA,JESUS NAZARENO,Direccion Regional de Transportes y Comunicaciones - Ayacucho (DRTCA)
Gobiernos Regionales,Otros,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,Dirección Regional de Transportes y Comunicaciones de Huancavelica (DRTC-HVCA.)
Gobiernos Regionales,Otros,TACNA,TACNA,TACNA,Direccion Regional de Transportes y Comunicaciones de Tacna (DRTC-TACNA)
Gobiernos Regionales,Otros,CUSCO,CUSCO,WANCHAQ,Direccion Regional de Transportes y Comunicaciones del Cusco (DRTC-CUSCO)
Gobiernos Regionales,Otros,HUANUCO,HUANUCO,HUANUCO,DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES HUANUCO (GR-HUANUCO/DRTC)
Gobiernos Regionales,Otros,PASCO,PASCO,YANACANCHA,Dirección Regional de Transportes y Comunicaciones Pasco (DRTC PASCO)
Gobiernos Regionales,Otros,PIURA,PIURA,PIURA,DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES PIURA (DRTyC - PIURA)
Gobiernos Regionales,Otros,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,Dirección Regional de Transportes y Comunicaciones San Martin (DRTC-SM)
Gobiernos Regionales,Otros,CUSCO,CUSCO,WANCHAQ,Direccion Regional de Vivienda Construccion y Saneamiento Cusco (DRVCSC)
Gobiernos Regionales,Otros,JUNIN,HUANCAYO,HUAYUCACHI,"Direccion Regional de Vivienda, Construccion y Saneamiento de Junin (DRVCS-JUNIN)"
Gobiernos Regionales,Otros,PIURA,PIURA,PIURA,"Dirección Regional de Vivienda, Construcción y Saneamiento de Piura (DRVCS - PIURA)"
Gobiernos Regionales,Otros,UCAYALI,CORONEL PORTILLO,CALLARIA,Direccion Regional Sectorial Agricultura de Ucayali (DRSAU)
Gobiernos Regionales,Otros,TACNA,TACNA,TACNA,Dirección Regional Sectorial de Agricultura Tacna (DRSAT)
Gobiernos Regionales,Otros,TACNA,TACNA,CALANA,DIRECCION REGIONAL SECTORIAL DE EDUCACION - TACNA (DRSET)
Gobiernos Regionales,Otros,TACNA,TACNA,TACNA,Dirección Regional Sectorial de Energia y Minas de Tacna (DREMT)
Gobiernos Regionales,Otros,UCAYALI,CORONEL PORTILLO,NULL,Direccion Regional Sectorial de Energia y Minas de Ucayali (DRSEMU)
Gobiernos Regionales,Otros,APURIMAC,ABANCAY,ABANCAY,Dirección Regional Sectorial de Trabajo y Promoción del Empleo de Apurímac (DRTPE-APURÍMAC)
Gobiernos Regionales,Otros,UCAYALI,CORONEL PORTILLO,CALLARIA,Dirección Regional Sectorial de Transportes y Comunicaciones de Ucayali (DRSTCU)
Gobiernos Regionales,Otros,TUMBES,TUMBES,TUMBES,Direccion Regional Sectorial de Transportes y Comunicaciones Tumbes (DRSTC TUMBES)
Gobiernos Regionales,Otros,TUMBES,TUMBES,TUMBES,Direccion Regional Sectorial Energia y Minas Tumbes (DREM TUMBES)
Gobiernos Regionales,Otros,PIURA,SULLANA,SULLANA,Dirección Sub Regional de Educacion de Sullana (DSRELCC)
Gobiernos Regionales,Otros,CAJAMARCA,CUTERVO,CUTERVO,Dirección Sub Regional de Salud Cutervo (DISA CUTERVO)
Gobiernos Regionales,Otros,CAJAMARCA,JAEN,JAEN,Dirección Sub Regional de Salud I Jaén (DSRS I Jaén)
Gobiernos Regionales,Otros,PIURA,SULLANA,SULLANA,DIRECCION SUB REGIONAL DE SALUD LUCIANO CASTILLO COLONNA - SULLANA (DSRS LCC SULLANA)
Gobiernos Regionales,Otros,PIURA,MORROPON,CHULUCANAS,DIRECCIÓN SUB REGIONAL DE SALUD MORROPÓN-HUANCABAMBA (DSRSMH)
Gobiernos Regionales,Otros,ICA,ICA,ICA,"Direcion Regional de Vivienda, Construccion y Saneamiento de Ica (DRVCS-ICA)"
Gobiernos Regionales,Otros,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,"Direcion Regional de Vivienda, Construccion y Saneamiento de Moyobamba (DRVCS-SM)"
Gobiernos Regionales,Otros,NULL,HUARAL,CHANCAY,DISA III Lima Norte Hospital de Chancay
Gobiernos Regionales,Otros,NULL,SULLANA,SULLANA,DISA Piura II - Sullana (DISA PS)
Gobiernos Regionales,Otros,ICA,ICA,ICA,Equipo de Informática y Sistemas (EIS-DRA-ICA)
Gobiernos Regionales,Otros,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,Gerencia Regional de Agricultura Arequipa (GRAG)
Gobiernos Regionales,Otros,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,GERENCIA REGIONAL DE AGRICULTURA MOQUEGUA (GRAM)
Gobiernos Regionales,Otros,AREQUIPA,AREQUIPA,YANAHUARA,Gerencia Regional de Educación Arequipa (GREAREQUIPA)
Gobiernos Regionales,Otros,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,GERENCIA REGIONAL DE EDUCACIÓN MOQUEGUA (GREM)
Gobiernos Regionales,Otros,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,GERENCIA REGIONAL DE ENERGÍA Y MINAS MOQUEGUA (GREMM)
Gobiernos Regionales,Otros,LA LIBERTAD,TRUJILLO,TRUJILLO,Gerencia Regional de Salud - La Libertad (GRS-LL)
Gobiernos Regionales,Otros,AREQUIPA,AREQUIPA,AREQUIPA,Gerencia Regional de Salud Arequipa (GRSA)
Gobiernos Regionales,Otros,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,Gerencia Regional de Salud Moquegua (GERESA Moquegua)
Gobiernos Regionales,Otros,LAMBAYEQUE,CHICLAYO,CHICLAYO,Gerencia Regional de Trabajo y Promoción del Empleo - Lambayeque (GRTPE - LAMB)
Gobiernos Regionales,Otros,AREQUIPA,AREQUIPA,AREQUIPA,Gerencia Regional de Trabajo y Promoción del Empleo del Gobierno Regional de Arequipa (GRTPE - GRA)
Gobiernos Regionales,Otros,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,Gerencia Regional de Transporte y Comunicaciones de Lambayeque (GRTC)
Gobiernos Regionales,Otros,AREQUIPA,AREQUIPA,PAUCARPATA,Gerencia Regional de Transportes y Comunicaciones - Arequipa - Abog. Grover Angel Delgado Flores (GRTC-AQP)
